event,match,player_a,rank_a,player_b,rank_b,player_c,rank_c,player_d,rank_d
First DE Tournament,G3,Mikebot007,1,Mr. Der,2,ThrowLow,3,Zagor,4
First DE Tournament,H3,Germy,1,Zesix,2,achipinthesugar,3,salmondip,4
First DE Tournament,I3,Tayzer Wayne,1,zevgon,2,caitlin,3,donov,4
First DE Tournament,A4,ThrowLow,1,dankynugz,2,Tayzer Wayne,3,,
First DE Tournament,B4,N00dles,1,Zesix,2,Mikebot007,3,AoB Joe,4
First DE Tournament,C4,Ghostwheel,1,caitlin,2,F2PEngineer,3,Reyl,4
First DE Tournament,D4,JoyDivision,1,smugskull,2,AxlPrototype,3,doctordoubleu,4
First DE Tournament,E4,thenobleknave,1,Feast4Crows,2,salmondip,3,phyphor,4
First DE Tournament,F4,mrdoublehelix,1,quangson,2,MaryMark3000,3,,
First DE Tournament,G4,HistoryMystery,1,Germy,2,dAy,3,,
First DE Tournament,H4,zevgon,1,Mr. Der,2,,,,
First DE Tournament,I4,Kuk!,1,FOMOF,2,Zagor,3,achipinthesugar,4
First DE Tournament,SF 1,Mr. Der,1,Reyl,2,N00dles,3,Kuk!,4
First DE Tournament,SF 2,JoyDivision,1,FOMOF,2,Tayzer Wayne,3,Ghostwheel,4
First DE Tournament,SF 3,Feast4Crows,1,Germy,2,thenobleknave,3,quangson,4
First DE Tournament,ELIM A,Ghostwheel,1,thenobleknave,2,Reyl,3,,
First DE Tournament,ELIM B,FOMOF,1,N00dles,2,quangson,3,,
First DE Tournament,ELIM A2,Tayzer Wayne,1,Kuk!,2,Germy,3,,
First DE Tournament,ELIM B2,FOMOF,1,Ghostwheel,2,Tayzer Wayne,2,,
First DE Tournament,FF,FOMOF,1,Mr. Der,2,JoyDivision,3,Feast4Crows,4
Second DE Tournament,A1,Prince Ali,3,viamer,2,thenobleknave,1,vtdchi,4
Second DE Tournament,B1,Ghostwheel,2,NormanHologram,4,Timislove,1,LordFrank,3
Second DE Tournament,C1,dAy,3,Mr. Der,1,JoeyTyke,2,Video Game Muso,4
Second DE Tournament,D1,Ryepitch,4,Marspivak,2,HeroofCanton,3,N00dles,1
Second DE Tournament,E1,Feast4Crows,1,salmondip,2,Egon,3,,
Second DE Tournament,F1,FOMOF,3,EchoPapa,2,Qianpou,1,,
Second DE Tournament,G1,Germy,1,Toon,3,Timemyth,4,Kirby,2
Second DE Tournament,H1,JoyDivision,1,Paju,2,Gilzgametoo,3,,
Second DE Tournament,I1,Nevic,2,qazzaq,3,KingDaDaDog,1,,
Second DE Tournament,J1,bbScythe,2,quangson,1,KyraWNY,4,jay,3
Second DE Tournament,K1,Zesix,2,Zagor,1,WARchrst,4,ndwags,3
Second DE Tournament,L1,AxlPrototype,3,Gharr,4,SniffThis1,2,twho,1
Second DE Tournament,M1,poserLX,3,caitlin,2,Cowpanda,1,,
Second DE Tournament,N1,AviDMeher,1,bigner,2,tunibjork,3,,
Second DE Tournament,O1,TBJ1118,2,chrisgoering,3,howdydoodie,1,ammorning,4
Second DE Tournament,Q1,Tayzer Wayne,2,Albionwolf,1,Genaros_bear,3,,
Second DE Tournament,R1,Wolftongue,3,kokeshi,2,snoopymate25,4,runningtrumpet,1
Second DE Tournament,A2,Zagor,2,Timislove,4,Mr. Der,1,howdydoodie,3
Second DE Tournament,B2,quangson,3,N00dles,2,thenobleknave,4,Albionwolf,1
Second DE Tournament,C2,AviDMeher,1,KingDaDaDog,2,twho,3,salmondip,4
Second DE Tournament,D2,runningtrumpet,4,JoyDivision,1,Feast4Crows,2,bigner,3
Second DE Tournament,E2,Germy,1,Cowpanda,3,Qianpou,4,Tayzer Wayne,2
Second DE Tournament,F2,JoeyTyke,4,Marspivak,2,EchoPapa,1,kokeshi,3
Second DE Tournament,G2,Paju,2,viamer,1,Zesix,4,SniffThis1,3
Second DE Tournament,H2,caitlin,1,TBJ1118,3,Nevic,2,jay,4
Second DE Tournament,I2,Ghostwheel,4,Kirby,3,bbScythe,2,AxlPrototype,1
Second DE Tournament,J2,Prince Ali,2,HeroofCanton,3,tunibjork,1,,
Second DE Tournament,K2,poserLX,4,Toon,1,qazzaq,2,Egon,3
Second DE Tournament,L2,FOMOF,3,ndwags,2,dAy,1,Gilzgametoo,4
Second DE Tournament,M2,Wolftongue,3,chrisgoering,2,Video Game Muso,1,,
Second DE Tournament,N2,Ryepitch,2,NormanHologram,1,snoopymate25,3,,
Second DE Tournament,O2,Gharr,1,vtdchi,3,WARchrst,4,Colonel Forbin,2
Second DE Tournament,P2,ammorning,1,Timemyth,3,KyraWNY,2,,
Second DE Tournament,A3,Mr. Der,2,N00dles,1,Feast4Crows,3,Cowpanda,4
Second DE Tournament,B3,AviDMeher,1,Zagor,4,viamer,2,quangson,3
Second DE Tournament,C3,Germy,3,KingDaDaDog,4,caitlin,1,twho,2
Second DE Tournament,D3,JoyDivision,2,Albionwolf,4,EchoPapa,1,howdydoodie,3
Second DE Tournament,E3,AxlPrototype,4,Tayzer Wayne,1,Qianpou,3,ammorning,2
Second DE Tournament,F3,dAy,2,runningtrumpet,3,Marspivak,4,Gharr,1
Second DE Tournament,G3,Toon,2,thenobleknave,1,Paju,3,bbScythe,4
Second DE Tournament,H3,tunibjork,4,Timislove,1,Video Game Muso,3,Nevic,2
Second DE Tournament,I3,NormanHologram,3,chrisgoering,2,qazzaq,1,KyraWNY,4
Second DE Tournament,J3,bigner,2,kokeshi,1,Prince Ali,3,Ghostwheel,4
Second DE Tournament,K3,SniffThis1,2,ndwags,4,JoeyTyke,3,Ryepitch,1
Second DE Tournament,L3,TBJ1118,3,Kirby,2,salmondip,4,Zesix,1
Second DE Tournament,M3,Colonel Forbin,3,jay,2,poserLX,1,WARchrst,4
Second DE Tournament,N3,HeroofCanton,4,Wolftongue,3,Gilzgametoo,1,snoopymate25,2
Second DE Tournament,O3,FOMOF,1,Egon,2,Timemyth,4,vtdchi,3
Second DE Tournament,A4,AviDMeher,4,Albionwolf,2,viamer,1,Feast4Crows,3
Second DE Tournament,B4,Mr. Der,1,Germy,2,thenobleknave,3,Toon,4
Second DE Tournament,C4,N00dles,3,caitlin,1,Timislove,2,twho,4
Second DE Tournament,D4,JoyDivision,1,EchoPapa,3,Tayzer Wayne,2,Gharr,4
Second DE Tournament,E4,dAy,3,Ryepitch,2,ammorning,1,bigner,4
Second DE Tournament,F4,qazzaq,3,Zesix,2,howdydoodie,4,Paju,1
Second DE Tournament,G4,kokeshi,2,Nevic,1,quangson,4,Qianpou,3
Second DE Tournament,H4,KingDaDaDog,1,Zagor,3,FOMOF,4,Cowpanda,2
Second DE Tournament,I4,runningtrumpet,1,Gilzgametoo,3,Kirby,4,JoeyTyke,2
Second DE Tournament,J4,AxlPrototype,1,chrisgoering,2,NormanHologram,3,Prince Ali,4
Second DE Tournament,K4,SniffThis1,2,poserLX,4,Marspivak,1,Egon,3
Second DE Tournament,L4,Video Game Muso,1,tunibjork,4,bbScythe,3,TBJ1118,2
Second DE Tournament,M4,jay,1,Colonel Forbin,2,salmondip,3,Wolftongue,4
Second DE Tournament,N4,ndwags,3,snoopymate25,4,Ghostwheel,1,KyraWNY,2
Second DE Tournament,O4,vtdchi,3,HeroofCanton,1,WARchrst,2,,
Second DE Tournament,A5,Mr. Der,1,JoyDivision,2,caitlin,4,viamer,3
Second DE Tournament,B5,AviDMeher,2,N00dles,1,Germy,4,EchoPapa,3
Second DE Tournament,C5,Albionwolf,1,Timislove,3,Tayzer Wayne,4,KingDaDaDog,2
Second DE Tournament,D5,Nevic,2,ammorning,4,thenobleknave,1,Paju,3
Second DE Tournament,E5,runningtrumpet,2,AxlPrototype,4,Video Game Muso,1,kokeshi,3
Second DE Tournament,F5,Gharr,3,Marspivak,2,Zesix,1,Ryepitch,4
Second DE Tournament,G5,Feast4Crows,4,dAy,3,qazzaq,1,twho,2
Second DE Tournament,H5,Cowpanda,1,Zagor,4,Toon,3,SniffThis1,2
Second DE Tournament,I5,chrisgoering,2,jay,1,Ghostwheel,3,howdydoodie,4
Second DE Tournament,J5,quangson,1,Qianpou,4,TBJ1118,2,Gilzgametoo,3
Second DE Tournament,K5,NormanHologram,4,FOMOF,1,HeroofCanton,3,JoeyTyke,2
Second DE Tournament,L5,bigner,1,bbScythe,3,tunibjork,2,Kirby,4
Second DE Tournament,M5,poserLX,3,Colonel Forbin,4,KyraWNY,1,Egon,2
Second DE Tournament,N5,Prince Ali,1,ndwags,2,salmondip,4,snoopymate25,3
Second DE Tournament,O5,Wolftongue,3,vtdchi,1,WARchrst,2,,
Second DE Tournament,QF 1,Mr. Der,1,Timislove,2,Video Game Muso,3,thenobleknave,4
Second DE Tournament,QF 2,JoyDivision,1,Germy,2,KingDaDaDog,3,viamer,4
Second DE Tournament,QF 3,N00dles,1,qazzaq,2,AviDMeher,3,Nevic,4
Second DE Tournament,QF 4,Albionwolf,1,caitlin,2,EchoPapa,3,Zesix,4
Second DE Tournament,SF PLAYIN 1,Timislove,1,viamer,2,KingDaDaDog,3,,
Second DE Tournament,SF PLAYIN 2,Germy,1,thenobleknave,2,Video Game Muso,3,,
Second DE Tournament,SF PLAYIN 3,Zesix,1,qazzaq,2,EchoPapa,3,,
Second DE Tournament,SF PLAYIN 4,caitlin,1,AviDMeher,2,Nevic,3,,
Second DE Tournament,SF 1,caitlin,1,Albionwolf,2,Mr. Der,3,Timislove,4
Second DE Tournament,SF 2,Germy,1,Zesix,2,JoyDivision,3,N00dles,4
Second DE Tournament,FF PLAYIN 1,N00dles,1,JoyDivision,2,Albionwolf,3,,
Second DE Tournament,FF PLAYIN 2,Mr. Der,1,Timislove,2,Zesix,3,,
Second DE Tournament,FF,Mr. Der,1,N00dles,2,caitlin,3,Germy,4
"Draft Kings, January 2021",PQ A,Mr. Der,1,onyablock,2,Gharr,3,,
"Draft Kings, January 2021",PQ B,Feast4Crows,1,AxlPrototype,2,Bizzusta,3,,
"Draft Kings, January 2021",PQ C,Germy,1,SniffThis1,2,JoeyTyke,3,,
"Draft Kings, January 2021",PQ D,FOMOF,1,symphonous,2,CommandoMonkey,3,,
"Draft Kings, January 2021",PQ E,JoyDivision,1,dAy,2,loveable tofosi,3,,
"Draft Kings, January 2021",PQ F,Nevic,1,Foster Tom,3,double clutch,2,,
"Draft Kings, January 2021",PQ G,ammorning,2,runningtrumpet,3,Toon,1,,
"Draft Kings, January 2021",PQ H,bbScythe,1,Tayzer Wayne,2,Sid,3,,
"Draft Kings, January 2021",QF A,Mr. Der,2,Feast4Crows,1,dAy,3,,
"Draft Kings, January 2021",QF B,Germy,3,FOMOF,1,onyablock,2,,
"Draft Kings, January 2021",QF C,JoyDivision,1,Nevic,3,SniffThis1,2,,
"Draft Kings, January 2021",QF D,Toon,3,bbScythe,1,AxlPrototype,2,,
"Draft Kings, January 2021",SF A,Feast4Crows,1,FOMOF,3,AxlPrototype,2,,
"Draft Kings, January 2021",SF B,JoyDivision,1,bbScythe,2,SniffThis1,3,,
"Draft Kings, January 2021",FF,Feast4Crows,1,JoyDivision,2,bbScythe,3,,
"Draft Swiss, March",A1,FOMOF,2,SniffThis1,1,JoeyTyke,3,,
"Draft Swiss, March",B1,Feast4Crows,1,Tayzer Wayne,2,CommandoMonkey,3,,
"Draft Swiss, March",C1,N00dles,3,Zottelschratz,1,chrisgoering,2,,
"Draft Swiss, March",D1,bbScythe,1,dAy,2,Prince Ali,3,,
"Draft Swiss, March",E1,runningtrumpet,2,Angry_Meeple,1,moop212,3,,
"Draft Swiss, March",F1,viamer,2,EchoPapa,1,milton,3,,
"Draft Swiss, March",G1,Mr. Der,1,AviDMeher,3,SinNider,2,,
"Draft Swiss, March",H1,JoyDivision,1,onyablock,2,aditya96,3,,
"Draft Swiss, March",I1,Nevic,1,echostaffel,2,loveable tofosi,3,,
"Draft Swiss, March",A2,Nevic,2,Mr. Der,1,Zottelschratz,3,,
"Draft Swiss, March",B2,Angry_Meeple,2,SniffThis1,3,JoyDivision,1,,
"Draft Swiss, March",C2,EchoPapa,3,Feast4Crows,2,bbScythe,1,,
"Draft Swiss, March",D2,dAy,2,onyablock,1,viamer,3,,
"Draft Swiss, March",E2,runningtrumpet,2,echostaffel,3,FOMOF,1,,
"Draft Swiss, March",F2,SinNider,3,Tayzer Wayne,1,chrisgoering,2,,
"Draft Swiss, March",G2,AviDMeher,2,milton,3,N00dles,1,,
"Draft Swiss, March",H2,loveable tofosi,2,aditya96,3,Prince Ali,1,,
"Draft Swiss, March",I2,JoeyTyke,2,moop212,3,CommandoMonkey,1,,
"Draft Swiss, March",A3,JoyDivision,1,bbScythe,3,Mr. Der,2,,
"Draft Swiss, March",B3,Tayzer Wayne,2,Nevic,1,Angry_Meeple,3,,
"Draft Swiss, March",C3,Feast4Crows,3,FOMOF,1,N00dles,2,,
"Draft Swiss, March",D3,onyablock,2,SniffThis1,3,EchoPapa,1,,
"Draft Swiss, March",E3,Zottelschratz,1,CommandoMonkey,2,runningtrumpet,3,,
"Draft Swiss, March",F3,chrisgoering,2,echostaffel,1,dAy,3,,
"Draft Swiss, March",G3,Prince Ali,1,viamer,3,AviDMeher,2,,
"Draft Swiss, March",H3,JoeyTyke,1,aditya96,2,SinNider,3,,
"Draft Swiss, March",I3,loveable tofosi,2,milton,1,moop212,3,,
"Draft Swiss, March",A4,JoyDivision,2,Nevic,3,echostaffel,1,,
"Draft Swiss, March",B4,Mr. Der,1,Prince Ali,3,EchoPapa,2,,
"Draft Swiss, March",C4,bbScythe,3,FOMOF,1,onyablock,2,,
"Draft Swiss, March",D4,Tayzer Wayne,2,Zottelschratz,3,N00dles,1,,
"Draft Swiss, March",E4,JoeyTyke,3,AviDMeher,1,dAy,2,,
"Draft Swiss, March",G4,SniffThis1,1,milton,2,loveable tofosi,3,,
"Draft Swiss, March",H4,Feast4Crows,3,Angry_Meeple,2,viamer,1,,
"Draft Swiss, March",PI,echostaffel,2,Tayzer Wayne,3,FOMOF,1,,
"Draft Swiss, March",FF,JoyDivision,3,Mr. Der,1,FOMOF,2,,
"1v1, March 2021",G1,thenobleknave,1,echostaffel,2,,,,
"1v1, March 2021",G2,Tayzer Wayne,1,backwardsdeer,2,,,,
"1v1, March 2021",G3,Mr. Der,1,b1tmancer,2,,,,
"1v1, March 2021",G4,Feast4Crows,1,Sophrosyne36,2,,,,
"1v1, March 2021",G5,Sid,1,aditya96,2,,,,
"1v1, March 2021",G6,ammorning,1,onyablock,2,,,,
"1v1, March 2021",G7,dAy,2,SniffThis1,1,,,,
"1v1, March 2021",G8,Nevic,2,poserLX,1,,,,
"1v1, March 2021",G9,N00dles,1,thenobleknave,2,,,,
"1v1, March 2021",G10,viamer,1,Tayzer Wayne,2,,,,
"1v1, March 2021",G11,runningtrumpet,2,Mr. Der,1,,,,
"1v1, March 2021",G12,JoyDivision,1,Feast4Crows,2,,,,
"1v1, March 2021",G13,bbScythe,1,Sid,2,,,,
"1v1, March 2021",G14,onyablock,1,aditya96,2,,,,
"1v1, March 2021",G15,dAy,1,backwardsdeer,2,,,,
"1v1, March 2021",G16,Nevic,2,echostaffel,1,,,,
"1v1, March 2021",G17,runningtrumpet,1,Sophrosyne36,2,,,,
"1v1, March 2021",G18,Feast4Crows,1,b1tmancer,2,,,,
"1v1, March 2021",G19,thenobleknave,1,onyablock,2,,,,
"1v1, March 2021",G20,Sid,1,echostaffel,2,,,,
"1v1, March 2021",G21,Tayzer Wayne,2,runningtrumpet,1,,,,
"1v1, March 2021",G22,dAy,1,Feast4Crows,2,,,,
"1v1, March 2021",G23,N00dles,1,ammorning,2,,,,
"1v1, March 2021",G24,viamer,2,Mr. Der,1,,,,
"1v1, March 2021",G25,JoyDivision,1,SniffThis1,2,,,,
"1v1, March 2021",G26,bbScythe,1,poserLX,2,,,,
"1v1, March 2021",G27,ammorning,1,dAy,2,,,,
"1v1, March 2021",G28,viamer,1,Sid,2,,,,
"1v1, March 2021",G29,SniffThis1,1,thenobleknave,2,,,,
"1v1, March 2021",G30,poserLX,1,runningtrumpet,2,,,,
"1v1, March 2021",G31,viamer,2,ammorning,1,,,,
"1v1, March 2021",G32,poserLX,1,SniffThis1,2,,,,
"1v1, March 2021",G33,N00dles,1,Mr. Der,2,,,,
"1v1, March 2021",G34,JoyDivision,1,bbScythe,2,,,,
"1v1, March 2021",G35,Mr. Der,2,poserLX,1,,,,
"1v1, March 2021",G36,bbScythe,1,ammorning,2,,,,
"1v1, March 2021",G37,bbScythe,1,poserLX,2,,,,
"1v1, March 2021",G38,N00dles,2,JoyDivision,1,,,,
"1v1, March 2021",G39,N00dles,1,bbScythe,2,,,,
"1v1, March 2021",G40,JoyDivision,1,N00dles,2,,,,
"Classic, May 2021",A1,Ghostwheel,2,bbScythe,3,Gamer_Gid,1,PrazoR,4
"Classic, May 2021",B1,echostaffel,3,KajDar,2,viamer,4,caitlin,1
"Classic, May 2021",C1,HeroofCanton,4,backwardsdeer,3,qazzaq,2,Marty,1
"Classic, May 2021",D1,Zottelschratz,1,AviDMeher,2,thenobleknave,3,EchoPapa,4
"Classic, May 2021",E1,Pascal,2,poserLX,1,GM,4,Feast4Crows,3
"Classic, May 2021",F1,Ben_Naylor,2,FOMOF,1,Tayzer Wayne,4,Nevic,3
"Classic, May 2021",G1,Albionwolf,1,HarleyQuinn,2,double clutch,3,runningtrumpet,4
"Classic, May 2021",H1,loveable tofosi,4,onyablock,2,Ginger,1,ndsurgenor,3
"Classic, May 2021",I1,JoeyTyke,3,Goliathsboy,4,dAy,2,ammorning,1
"Classic, May 2021",J1,1awesomeguy,3,SniffThis1,4,Mr. Der,1,JoyDivision,2
"Classic, May 2021",A2,Mr. Der,2,Albionwolf,3,Marty,1,,
"Classic, May 2021",B2,Zottelschratz,3,caitlin,4,ammorning,1,onyablock,2
"Classic, May 2021",C2,Ginger,3,Gamer_Gid,2,FOMOF,1,Ghostwheel,4
"Classic, May 2021",D2,HarleyQuinn,3,Ben_Naylor,4,Pascal,2,JoyDivision,1
"Classic, May 2021",E2,AviDMeher,4,dAy,1,KajDar,2,qazzaq,3
"Classic, May 2021",F2,1awesomeguy,4,JoeyTyke,2,Feast4Crows,1,double clutch,3
"Classic, May 2021",G2,backwardsdeer,4,ndsurgenor,3,echostaffel,2,Tayzer Wayne,1
"Classic, May 2021",H2,bbScythe,3,Nevic,2,thenobleknave,1,HeroofCanton,4
"Classic, May 2021",I2,GM,3,viamer,1,loveable tofosi,2,,
"Classic, May 2021",J2,EchoPapa,1,PrazoR,3,SniffThis1,2,,
"Classic, May 2021",A3,FOMOF,2,ammorning,3,Marty,4,Mr. Der,1
"Classic, May 2021",B3,dAy,2,Gamer_Gid,1,JoyDivision,3,Zottelschratz,4
"Classic, May 2021",C3,Ginger,3,Albionwolf,1,thenobleknave,2,Feast4Crows,4
"Classic, May 2021",D3,caitlin,1,onyablock,4,KajDar,2,Pascal,4
"Classic, May 2021",E3,Tayzer Wayne,4,EchoPapa,2,viamer,3,qazzaq,1
"Classic, May 2021",F3,JoeyTyke,3,Nevic,4,HarleyQuinn,2,echostaffel,1
"Classic, May 2021",G3,Ben_Naylor,3,Ghostwheel,4,AviDMeher,2,SniffThis1,1
"Classic, May 2021",H3,loveable tofosi,3,ndsurgenor,2,bbScythe,1,,
"Classic, May 2021",I3,double clutch,2,1awesomeguy,3,backwardsdeer,1,,
"Classic, May 2021",J3,GM,3,PrazoR,1,HeroofCanton,2,,
"Classic, May 2021",A4,Mr. Der,1,FOMOF,2,Gamer_Gid,3,Albionwolf,4
"Classic, May 2021",B4,ammorning,3,Marty,2,dAy,1,caitlin,4
"Classic, May 2021",C4,JoyDivision,1,qazzaq,3,thenobleknave,4,echostaffel,2
"Classic, May 2021",D4,EchoPapa,1,onyablock,2,SniffThis1,3,Ginger,4
"Classic, May 2021",E4,bbScythe,3,Zottelschratz,4,viamer,1,Feast4Crows,2
"Classic, May 2021",F4,HarleyQuinn,4,backwardsdeer,1,PrazoR,2,Tayzer Wayne,3
"Classic, May 2021",G4,AviDMeher,1,KajDar,3,Pascal,2,JoeyTyke,4
"Classic, May 2021",H4,double clutch,2,Nevic,1,,,,
"Classic, May 2021",I4,Ben_Naylor,2,loveable tofosi,3,Ghostwheel,1,,
"Classic, May 2021",J4,HeroofCanton,1,1awesomeguy,3,GM,2,,
"Classic, May 2021",SF 1,dAy,3,Marty,1,EchoPapa,4,echostaffel,2
"Classic, May 2021",SF 2,Gamer_Gid,2,JoyDivision,4,ammorning,1,Albionwolf,4
"Classic, May 2021",FF,Mr. Der,2,FOMOF,1,ammorning,4,Marty,3
"1v1, July 2021",G1,Mr. Der,1,MooShuPanther,2,,,,
"1v1, July 2021",G2,Nevic,1,Zottelschratz,2,,,,
"1v1, July 2021",G3,Feast4Crows,1,Goliathsboy,2,,,,
"1v1, July 2021",G4,dAy,1,loveable tofosi,2,,,,
"1v1, July 2021",G5,JoyDivision,1,Dinkaflicka,2,,,,
"1v1, July 2021",G6,SniffThis1,2,Ben_Naylor,1,,,,
"1v1, July 2021",G7,N00dles,1,Ghostpieguy,2,,,,
"1v1, July 2021",G8,bbScythe,1,backwardsdeer,2,,,,
"1v1, July 2021",G9,MooShuPanther,2,Zottelschratz,1,,,,
"1v1, July 2021",G10,Goliathsboy,2,loveable tofosi,1,,,,
"1v1, July 2021",G11,Dinkaflicka,1,SniffThis1,2,,,,
"1v1, July 2021",G12,Ghostpieguy,2,backwardsdeer,1,,,,
"1v1, July 2021",G13,Mr. Der,1,Nevic,2,,,,
"1v1, July 2021",G14,Feast4Crows,2,dAy,1,,,,
"1v1, July 2021",G15,JoyDivision,1,Ben_Naylor,2,,,,
"1v1, July 2021",G16,N00dles,1,bbScythe,2,,,,
"1v1, July 2021",G17,Nevic,1,backwardsdeer,2,,,,
"1v1, July 2021",G18,Feast4Crows,1,Dinkaflicka,2,,,,
"1v1, July 2021",G19,Ben_Naylor,1,loveable tofosi,2,,,,
"1v1, July 2021",G20,bbScythe,1,Zottelschratz,2,,,,
"1v1, July 2021",G21,Feast4Crows,2,Nevic,1,,,,
"1v1, July 2021",G22,bbScythe,1,Ben_Naylor,2,,,,
"1v1, July 2021",G23,Mr. Der,2,dAy,1,,,,
"1v1, July 2021",G24,JoyDivision,2,N00dles,1,,,,
"1v1, July 2021",G25,Mr. Der,2,bbScythe,1,,,,
"1v1, July 2021",G26,JoyDivision,1,Nevic,2,,,,
"1v1, July 2021",G27,bbScythe,2,JoyDivision,1,,,,
"1v1, July 2021",G28,dAy,2,N00dles,1,,,,
"1v1, July 2021",G29,dAy,1,JoyDivision,2,,,,
"1v1, July 2021",G30,N00dles,1,dAy,2,,,,
Winter Cup 2021,R1 A1,Fllyingmustang,1,Zottelschratz,2,beansanddice,2,,
Winter Cup 2021,R1 A2,Fllyingmustang,2,Zottelschratz,1,beansanddice,2,,
Winter Cup 2021,R1 A3,Fllyingmustang,2,Zottelschratz,1,beansanddice,2,,
Winter Cup 2021,R1 B1,Prince Ali,2,EchoPapa,1,Hugu,2,,
Winter Cup 2021,R1 B2,Prince Ali,2,EchoPapa,1,Hugu,2,,
Winter Cup 2021,R1 B3,Prince Ali,2,EchoPapa,2,Hugu,1,,
Winter Cup 2021,R1 C1,salmondip,2,donuhue,1,JoyDivision,2,,
Winter Cup 2021,R1 C2,salmondip,2,donuhue,2,JoyDivision,1,,
Winter Cup 2021,R1 C3,salmondip,2,donuhue,2,JoyDivision,1,,
Winter Cup 2021,R1 D1,AviDMeher,1,MR_Munch,2,HeroofCanton,2,,
Winter Cup 2021,R1 D2,AviDMeher,1,MR_Munch,2,HeroofCanton,2,,
Winter Cup 2021,R1 D3,AviDMeher,2,MR_Munch,1,HeroofCanton,2,,
Winter Cup 2021,R1 E1,thenobleknave,1,adityakarthik,2,bbScythe,2,,
Winter Cup 2021,R1 E2,thenobleknave,2,adityakarthik,2,bbScythe,1,,
Winter Cup 2021,R1 E3,thenobleknave,2,adityakarthik,2,bbScythe,1,,
Winter Cup 2021,R1 F1,FOMOF,1,KingRob,2,KennyRob,2,,
Winter Cup 2021,R1 F2,FOMOF,1,KingRob,2,KennyRob,2,,
Winter Cup 2021,R1 F3,FOMOF,2,KingRob,1,KennyRob,2,,
Winter Cup 2021,R1 G1,symphonous,1,N00dles,2,Kölsch,2,,
Winter Cup 2021,R1 G2,symphonous,1,N00dles,2,Kölsch,2,,
Winter Cup 2021,R1 G3,symphonous,2,N00dles,2,Kölsch,1,,
Winter Cup 2021,R1 H1,Gamer_Gid,2,Plamax,2,Mr. Der,1,,
Winter Cup 2021,R1 H2,Gamer_Gid,2,Plamax,2,Mr. Der,1,,
Winter Cup 2021,R1 H3,Gamer_Gid,2,Plamax,2,Mr. Der,1,,
Winter Cup 2021,R1 I1,oh_bob_saget,2,loveable tofosi,2,dAy,1,,
Winter Cup 2021,R1 I2,oh_bob_saget,2,loveable tofosi,2,dAy,1,,
Winter Cup 2021,R1 I3,oh_bob_saget,2,loveable tofosi,2,dAy,1,,
Winter Cup 2021,R1 J1,Northcreature,1,kurtdog,2,JoeyTyke,2,,
Winter Cup 2021,R1 J2,Northcreature,2,kurtdog,1,JoeyTyke,2,,
Winter Cup 2021,R1 J3,Northcreature,2,kurtdog,2,JoeyTyke,1,,
Winter Cup 2021,R1 K1,Zuelo,1,poserLX,2,Awedish,2,,
Winter Cup 2021,R1 K2,Zuelo,1,poserLX,2,Awedish,2,,
Winter Cup 2021,R1 K3,Zuelo,2,poserLX,2,Awedish,1,,
Winter Cup 2021,R1 L1,smedley,1,echostaffel,2,snnaale43,2,,
